customer_id,account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,Churn,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_intl
1581,117.0,547,yes,no,0.0,59.2,99.0,8.21,304.2,79.0,24.77,165.8,79.0,7.73,8.6,1.0,2.32,1.0,Yes,0.13868243243243245,0.0814266929651545,0.04662243667068758,0.2697674418604651
1582,104.0,547,no,no,0.0,220.2,134.0,39.81,301.1,88.0,25.91,188.9,79.0,8.28,9.8,6.0,2.65,0.0,Yes,0.18079019073569486,0.08605114579873796,0.04383271572260455,0.2704081632653061
1583,52.0,452,no,no,0.0,172.0,104.0,26.35,127.4,108.0,10.34,172.1,79.0,7.92,7.0,4.0,1.89,4.0,Yes,0.15319767441860466,0.08116169544740973,0.04601975595583963,0.26999999999999996
1584,152.0,547,yes,yes,41.0,141.8,123.0,26.96,280.6,92.0,24.28,204.6,79.0,9.61,4.3,2.0,1.16,1.0,Yes,0.19012693935119887,0.08652886671418389,0.04696969696969697,0.2697674418604651
1585,48.0,452,no,yes,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,No,0.1700047236655645,0.0849906191369606,0.04496877168632894,0.269672131147541
1586,25.0,445,no,no,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,Yes,0.16998867497168746,0.08499288762446656,0.04497290788681517,0.2702380952380952
1587,163.0,445,no,no,0.0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1.0,No,0.17,0.08499506416584403,0.04500968992248062,0.2703296703296703
1588,75.0,445,no,no,0.0,166.3,125.0,28.27,158.2,86.0,13.45,256.7,80.0,11.55,6.1,5.0,1.65,1.0,No,0.16999398677089594,0.08501896333754741,0.04499415660303857,0.27049180327868855
1589,85.0,547,no,yes,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80.0,6.73,6.3,1.0,1.7,5.0,No,0.1699858757062147,0.08498122653316646,0.04501672240802676,0.2698412698412698
1590,11.0,452,no,yes,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80.0,8.11,6.0,3.0,1.62,3.0,No,0.16998950682056663,0.08500681508405271,0.044980587909040484,0.27
1591,80.0,445,no,no,0.0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80.0,7.62,9.5,4.0,2.57,3.0,No,0.17009708737864077,0.08499999999999999,0.04498229043683589,0.27052631578947367
1592,87.0,547,no,no,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0,No,0.16998438719750195,0.08500311138767891,0.04498797113071371,0.27027027027027023
1593,90.0,452,no,no,0.0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7.0,2.16,2.0,No,0.17002518891687657,0.08499624906226556,0.04500616522811344,0.27
1594,92.0,452,no,no,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80.0,9.79,13.7,6.0,3.7,3.0,No,0.1699851411589896,0.08500881834215168,0.04501149425287356,0.27007299270072993
1595,133.0,547,no,no,0.0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4.0,1.62,0.0,No,0.17000495785820527,0.08500590318772137,0.044987775061124696,0.27
1596,106.0,452,no,no,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5.0,2.38,2.0,No,0.16997971602434075,0.0849976110845676,0.04497223935842073,0.27045454545454545
1597,48.0,547,no,no,0.0,128.2,71.0,21.79,48.1,78.0,4.09,116.3,80.0,5.23,8.9,3.0,2.4,0.0,No,0.1699687987519501,0.08503118503118502,0.04496990541702494,0.2696629213483146
1598,71.0,547,yes,no,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,4.0,Yes,0.17001612036539496,0.08499496475327291,0.04498789346246973,0.2702898550724638
1599,92.0,445,yes,no,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,Yes,0.16996805111821087,0.08499446290143965,0.04501578709968426,0.2701923076923077
1600,91.0,445,no,no,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0,No,0.16997282608695652,0.08498858447488586,0.04497432134996331,0.2699248120300752
1601,108.0,452,yes,yes,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,Yes,0.17002305918524213,0.08502994011976048,0.044993870044953005,0.2698529411764706
1602,176.0,452,no,no,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0,No,0.1699820788530466,0.08498134328358208,0.04501295336787565,0.2702970297029703
1603,69.0,547,no,no,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0,No,0.1699794026776519,0.08500619578686493,0.04499536607970343,0.2701030927835052
1604,148.0,445,no,yes,33.0,241.7,84.0,41.09,165.8,84.0,14.09,160.6,80.0,7.23,11.3,3.0,3.05,1.0,No,0.1700041373603641,0.08498190591073582,0.0450186799501868,0.26991150442477874
1605,152.0,452,yes,yes,20.0,237.5,120.0,40.38,253.4,94.0,21.54,265.2,80.0,11.93,14.2,3.0,3.83,9.0,Yes,0.17002105263157896,0.08500394632991318,0.04498491704374057,0.26971830985915496
1606,136.0,452,no,no,0.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80.0,9.57,12.9,4.0,3.48,2.0,No,0.17002164502164502,0.08502283105022831,0.04501411100658514,0.2697674418604651
1607,13.0,452,no,no,0.0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0.0,Yes,0.1699868073878628,0.08498533724340177,0.04499121265377856,0.27043478260869563
1608,74.0,452,no,no,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,No,0.1700061462814997,0.085,0.045008183306055646,0.2701149425287357
1609,109.0,547,no,no,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,No,0.17002583979328165,0.08498435870698645,0.04500959692898273,0.2694915254237288
1610,107.0,452,no,yes,38.0,204.2,57.0,34.71,205.9,92.0,17.5,286.5,80.0,12.89,8.3,4.0,2.24,0.0,No,0.1699804113614104,0.08499271491015056,0.0449912739965096,0.26987951807228916
1611,35.0,445,no,no,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0,No,0.16998738965952082,0.08496932515337423,0.04499564838990426,0.26956521739130435
1612,31.0,445,no,yes,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0,No,0.170023282887078,0.08500207727461571,0.045010183299389,0.269811320754717
1613,119.0,452,no,yes,27.0,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0.0,No,0.17001363016810542,0.08501118568232663,0.04498293515358362,0.2702702702702703
1614,135.0,452,no,no,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,No,0.170018281535649,0.08500823723228995,0.04498834498834499,0.2699029126213592
1615,134.0,452,no,no,0.0,7.8,86.0,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,No,0.17051282051282052,0.08500583430571762,0.04498659517426274,0.2697674418604651
1616,149.0,547,no,yes,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1.0,No,0.17000483792936624,0.0849942726231386,0.0450103519668737,0.2697247706422018
1617,149.0,452,no,no,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,Yes,0.17002061855670103,0.0850040749796251,0.044990892531876145,0.27
1618,72.0,445,no,no,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80.0,7.33,10.5,4.0,2.84,1.0,No,0.16999999999999998,0.08502772643253234,0.044996930632289746,0.2704761904761905
1619,59.0,547,no,no,0.0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80.0,7.941018873147253,8.7,4.0,2.35,0.0,No,0.16997422680412372,0.08499787505312367,0.04687732510712664,0.2701149425287357
1620,103.0,547,no,yes,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0,Yes,0.16995412844036697,0.08499704666272888,0.04499100179964007,0.2697247706422018
1621,10.0,452,no,no,0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80.0,10.23,12.9,4.0,3.48,1.0,No,0.16998199819982002,0.08497713912475506,0.044986807387862794,0.2697674418604651
1622,130.0,445,no,no,0.0,211.2,119.0,35.9,231.1,120.0,19.64,220.9,80.0,9.94,6.3,9.0,1.7,2.0,No,0.1699810606060606,0.08498485504110775,0.044997736532367584,0.2698412698412698
1623,120.0,452,no,no,0.0,221.3,106.0,37.62,267.6,98.0,22.75,111.5,80.0,5.02,9.3,7.0,2.51,0.0,No,0.16999548124717576,0.0850149476831091,0.045022421524663674,0.2698924731182795
1624,90.0,445,no,no,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,No,0.1699836867862969,0.08497942386831275,0.04500349406009784,0.27017543859649124
1625,152.0,547,yes,yes,41.0,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1.0,Yes,0.17002724795640325,0.0850140056022409,0.044990636704119846,0.2697674418604651
1626,95.0,452,no,no,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3.0,2.54,1.0,No,0.17001488095238096,0.08497375328083989,0.04498942917547569,0.2702127659574468
1627,16.0,452,no,no,0.0,174.7,83.0,29.7,280.8,122.0,23.87,171.7,80.0,7.73,10.5,8.0,2.84,5.0,No,0.1700057240984545,0.0850071225071225,0.04502038439138032,0.2704761904761905
1628,146.0,445,no,no,0.0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80.0,10.27,12.6,2.0,3.4,1.0,No,0.17,0.08498871331828442,0.04498466929478755,0.2698412698412698
1629,116.0,547,no,yes,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,2.43,2.0,No,0.17,0.08503311258278146,0.04502793296089386,0.27
1630,78.0,452,yes,no,0.0,220.8,144.0,42.26,270.3,103.0,22.55,153.4,80.0,6.86,9.5,2.0,2.57,1.0,Yes,0.19139492753623186,0.08342582315945246,0.04471968709256845,0.27052631578947367
1631,108.0,452,yes,yes,42.0,147.1,97.0,23.12,174.0,127.0,15.2,234.7,80.0,11.01,13.6,5.0,3.67,3.0,Yes,0.15717199184228417,0.08735632183908046,0.046910950149126544,0.2698529411764706
1632,108.0,445,yes,no,0.0,106.1,121.0,20.57,210.3,67.0,17.96,121.1,80.0,6.12,13.8,3.0,3.73,2.0,Yes,0.1938737040527804,0.08540180694246315,0.05053674649050372,0.2702898550724638
1633,13.0,452,no,no,0.0,320.2,136.0,51.54,159.5,92.0,14.49,239.6,80.0,10.24,11.5,2.0,3.11,0.0,Yes,0.16096189881324172,0.09084639498432602,0.04273789649415693,0.27043478260869563
1634,60.0,445,no,no,0.0,292.8,109.0,47.27,255.6,110.0,22.73,257.8,80.0,10.93,11.7,5.0,3.16,2.0,Yes,0.1614412568306011,0.08892801251956182,0.04239720713731575,0.2700854700854701
1635,94.0,445,yes,no,0.0,91.5,97.0,17.22,343.9,104.0,29.89,172.9,80.0,7.78,7.9,1.0,2.13,1.0,Yes,0.18819672131147538,0.08691480081419017,0.04499710815500289,0.26962025316455696
1636,88.0,547,no,no,0.0,60.3,79.0,13.46,153.4,88.0,13.72,226.6,80.0,10.78,8.2,4.0,2.21,4.0,Yes,0.22321724709784413,0.0894393741851369,0.04757281553398058,0.26951219512195124
1637,90.0,452,yes,yes,26.0,175.0,101.0,26.73,200.8,104.0,15.05,223.3,80.0,9.6,13.3,3.0,3.59,0.0,Yes,0.15274285714285715,0.07495019920318725,0.042991491267353334,0.2699248120300752
1638,132.0,547,no,no,0.0,181.1,121.0,30.79,314.4,109.0,26.72,246.7,81.0,11.1,4.2,9.0,1.13,2.0,No,0.17001656543346216,0.08498727735368956,0.0449939197405756,0.26904761904761904
1639,87.0,445,no,no,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0,No,0.1699831365935919,0.08499550763701708,0.04500865551067513,0.27
1640,72.0,547,no,no,0.0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2.0,3.43,0.0,No,0.17000734214390603,0.08498609823911028,0.04501347708894878,0.27007874015748035
1641,100.0,452,no,no,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81.0,4.04,4.3,4.0,1.16,1.0,No,0.17002288329519452,0.08501702610669694,0.04503901895206243,0.2697674418604651
1642,157.0,452,no,no,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1.0,No,0.17,0.08500468603561387,0.045020325203252026,0.26962025316455696
1643,124.0,452,no,no,0.0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,9.2,2.0,2.48,2.0,No,0.17,0.08499170812603649,0.0450261780104712,0.26956521739130435
1644,97.0,445,no,no,0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,2.0,No,0.17001668056713928,0.08500931098696463,0.04501046755059316,0.2701149425287357
1645,137.0,445,yes,no,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0,Yes,0.16999578592498948,0.08500282965478212,0.04498861047835991,0.26971830985915496
1646,77.0,445,no,no,0.0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81.0,12.7,11.3,4.0,3.05,3.0,No,0.1699838622915546,0.08499999999999999,0.04498760184201204,0.26991150442477874
1647,86.0,445,no,yes,23.0,225.5,107.0,38.34,246.3,105.0,20.94,245.7,81.0,11.06,9.8,2.0,2.65,0.0,No,0.17002217294900224,0.08501827040194884,0.045014245014245016,0.2704081632653061
1648,160.0,452,no,no,0.0,256.0,134.0,43.52,187.4,61.0,15.93,114.34099509199882,81.0,5.36,11.5,4.0,3.11,3.0,No,0.17,0.08500533617929562,0.04687732510712664,0.27043478260869563
1649,120.0,547,no,no,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0,No,0.17002012072434605,0.08500651890482398,0.04499165275459098,0.26969696969696966
1650,99.0,452,no,no,0.0,222.4,102.0,37.81,185.8,89.0,15.79,237.7,81.0,10.7,12.0,8.0,3.24,2.0,No,0.1700089928057554,0.08498385360602798,0.04501472444257467,0.27
1651,118.0,445,yes,yes,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0,Yes,0.17003194888178913,0.08499043977055451,0.04499054820415879,0.2702702702702703
1652,91.0,452,no,no,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0,Yes,0.17001295336787564,0.08502673796791443,0.045018757815756566,0.2700854700854701
1653,103.0,445,no,yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1.0,No,0.17003577817531307,0.08501669449081804,0.04498695490122997,0.26956521739130435
1654,190.0,452,yes,no,0.0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81.0,10.94,10.0,7.0,2.7,3.0,No,0.16997319034852545,0.08502242152466367,0.044983552631578945,0.27
1655,106.0,452,no,no,0.0,187.1,104.0,31.81,250.2,117.0,21.27531883443479,144.9,81.0,6.792524408022651,11.0,3.0,2.97,1.0,No,0.1700160342063068,0.0,0.04687732510712664,0.27
1656,137.0,452,yes,no,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,12.3,2.0,3.32,2.0,Yes,0.1700222057735011,0.08501118568232663,0.0450022411474675,0.26991869918699185
1657,77.0,452,no,no,0.0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2.0,2.78,5.0,No,0.16998327759197324,0.085,0.045024875621890545,0.2699029126213592
1658,194.0,445,no,no,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81.0,8.64,10.9,2.0,2.94,0.0,No,0.16999383857054837,0.08497894244267666,0.04497657470067674,0.2697247706422018
1659,1.0,445,no,no,0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0,No,0.17003231017770598,0.08501270110076206,0.04494535519125683,0.27027027027027023
1660,121.0,452,no,no,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0,Yes,0.17002762430939225,0.0849950149551346,0.045019157088122604,0.2699248120300752
1661,128.0,445,no,yes,34.0,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81.0,10.77,16.0,6.0,4.32,1.0,No,0.16999297259311313,0.08501026694045173,0.045006268282490595,0.27
1662,171.0,547,no,no,0.0,189.8,122.0,32.27,173.7,85.0,14.76,257.1,84.0,11.57,10.3,1.0,2.78,0.0,No,0.17002107481559536,0.0849740932642487,0.045001944768572534,0.2699029126213592
1663,168.0,452,no,yes,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2.0,No,0.16998294485503126,0.08497874350495985,0.04498567335243553,0.26986301369863014
1664,123.0,452,no,yes,34.0,305.2,80.0,51.88,156.5,109.0,13.3,280.0,81.0,12.6,13.2,7.0,3.56,1.0,No,0.16998689384010487,0.08498402555910543,0.045,0.2696969696969697
1665,97.0,452,yes,no,0.0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0.0,No,0.1700069589422408,0.08501831501831503,0.04498037016264722,0.2697247706422018
1666,57.0,452,no,no,0.0,161.0,113.0,27.37,208.0,134.0,17.68,208.1,81.0,9.36,8.4,4.0,2.27,3.0,No,0.17,0.08499999999999999,0.04497837578087458,0.2702380952380952
1667,201.0,452,no,no,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0,Yes,0.1699867197875166,0.08498829822801739,0.045005968961400716,0.2696428571428572
1668,74.0,452,no,no,0.0,106.4,84.0,18.09,140.2,104.0,11.92,90.9,81.0,4.09,11.4,3.0,3.08,1.0,No,0.17001879699248118,0.08502139800285308,0.04499449944994499,0.27017543859649124
1669,118.0,445,no,no,0.0,154.8,71.0,26.32,244.0,73.0,20.74,159.6,81.0,7.18,12.8,4.0,3.46,0.0,No,0.17002583979328165,0.08499999999999999,0.0449874686716792,0.27031249999999996
1670,48.0,452,no,no,0.0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81.0,11.0,13.2,5.0,3.56,4.0,No,0.17000505816894285,0.08500365764447695,0.045008183306055646,0.2696969696969697
1671,129.0,452,no,yes,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1.0,No,0.17,0.08500604594921403,0.04497297297297297,0.2700854700854701
1672,71.0,547,yes,no,0.0,198.1,109.0,32.64,192.6,139.0,17.88,206.5,81.0,9.29,13.8,6.0,3.73,4.0,Yes,0.16476527006562344,0.09283489096573208,0.04498789346246973,0.2702898550724638
1673,115.0,452,no,no,0.0,222.4,106.0,39.49,275.8,61.0,22.53,221.4,81.0,9.6,12.3,4.0,3.32,3.0,Yes,0.17756294964028776,0.08168963016678753,0.04336043360433604,0.26991869918699185
1674,21.0,452,no,no,0.0,88.6,87.0,17.74,175.9,74.0,13.76,289.0,81.0,12.83,11.3,3.0,3.05,5.0,Yes,0.2002257336343115,0.07822626492325184,0.04439446366782007,0.26991150442477874
1675,85.0,452,no,no,0.0,252.9,101.0,39.27,203.7,116.0,16.8,305.1,81.0,13.91,11.4,6.0,3.08,2.0,Yes,0.1552787663107948,0.08247422680412372,0.045591609308423466,0.27017543859649124
1676,81.0,452,no,no,0.0,341.7,46.0,56.2,232.4,78.0,19.09,202.6,81.0,8.44,13.1,5.0,3.54,0.0,Yes,0.16447175885279486,0.08214285714285714,0.04165844027640671,0.2702290076335878
1677,103.0,547,no,yes,36.0,75.2,92.0,15.82,156.3,107.0,15.39,160.7,81.0,7.5,10.9,6.0,2.94,6.0,Yes,0.2103723404255319,0.09846449136276392,0.04667081518357188,0.2697247706422018
1678,117.0,452,no,no,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,No,0.17002754820936639,0.08498293515358361,0.045,0.27006802721088435
1679,156.0,547,no,no,0.0,123.7,96.0,21.03,103.0,80.0,8.76,189.4,82.0,8.878565375289785,13.1,4.0,3.54,1.0,No,0.17000808407437348,0.08504854368932038,0.04687732510712664,0.2702290076335878
1680,71.0,547,no,no,0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4.0,4.02,3.0,No,0.16999999999999998,0.08498924731182797,0.04500261643118786,0.2697986577181208
1681,60.0,445,yes,yes,29.0,265.9,113.0,45.2,215.8,94.0,18.34,108.1,82.0,4.86,14.0,12.0,3.78,0.0,Yes,0.16998871756299364,0.08498609823911028,0.04495837187789085,0.26999999999999996
1682,83.0,445,no,no,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0.0,No,0.16999505684626792,0.08501240694789082,0.04503441494591937,0.2705882352941177
1683,85.0,452,no,no,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0,No,0.16999524488825488,0.08498467824310521,0.04499097472924188,0.2696428571428572
1684,181.0,452,no,yes,27.0,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82.0,9.71,10.6,4.0,2.86,1.0,No,0.1699947451392538,0.08502008032128515,0.04501622624014836,0.269811320754717
1685,91.0,547,no,yes,27.0,204.6,96.0,34.78,136.0,93.0,11.56,210.5,82.0,9.47,6.6,2.0,1.78,3.0,No,0.16999022482893453,0.085,0.04498812351543943,0.2696969696969697
1686,86.0,445,no,yes,16.0,145.7,88.0,24.77,191.0,129.0,16.24,215.5,82.0,9.7,11.3,7.0,3.05,0.0,No,0.17000686341798216,0.0850261780104712,0.04501160092807424,0.26991150442477874
1687,93.0,452,no,yes,36.0,178.7,134.0,30.38,178.6,102.0,15.18,126.8,82.0,5.71,8.0,4.0,2.16,2.0,No,0.17000559597090095,0.08499440089585666,0.045031545741324924,0.27
1688,159.0,445,yes,no,0.0,257.1,53.0,43.71,312.2,127.0,26.54,183.0,82.0,8.24,8.8,6.0,2.38,1.0,Yes,0.17001166861143524,0.08500960922485586,0.045027322404371586,0.27045454545454545
1689,128.0,547,no,no,0.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4.0,No,0.16999498243853486,0.08501026694045173,0.04500335345405768,0.2699300699300699
1690,33.0,547,no,no,0.0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82.0,6.71,7.5,2.0,2.03,2.0,No,0.17002739726027397,0.08500646273158122,0.044973190348525476,0.27066666666666667
1691,75.0,452,no,no,0.0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82.0,4.86,12.2,3.0,3.29,1.0,No,0.1699914748508099,0.08498259572352064,0.04504170528266914,0.269672131147541
1692,105.0,547,no,no,0.0,227.4,121.0,38.66,268.5,89.0,22.82,143.3,82.0,6.45,13.0,4.0,3.51,1.0,No,0.1700087950747581,0.08499068901303539,0.04501046755059316,0.26999999999999996
1693,151.0,452,no,no,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0.0,No,0.17002053388090346,0.08500170823368637,0.045013357079252005,0.27090909090909093
1694,115.0,452,no,no,0.0,226.4,101.0,38.49,276.8,60.0,23.53,213.4,82.0,9.6,12.3,4.0,3.32,3.0,Yes,0.1700088339222615,0.08500722543352601,0.04498594189315838,0.26991869918699185
1695,135.0,547,no,no,0.0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82.0,9.51,13.6,3.0,3.67,1.0,No,0.17002081887578072,0.08498799039231385,0.04498580889309366,0.2698529411764706
1696,25.0,547,no,no,0.0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2.0,No,0.16999175597691674,0.08502392344497607,0.04501593081474739,0.2701388888888889
1697,62.0,452,no,no,0.0,98.9,103.0,16.81,135.4,122.0,11.51,236.6,82.0,10.65,12.2,1.0,3.29,1.0,No,0.16996966632962587,0.08500738552437223,0.045012679628064246,0.269672131147541
1698,83.0,547,no,yes,26.0,226.4,117.0,38.49,234.7,97.0,19.95,133.6,82.0,6.01,10.8,7.0,2.92,1.0,No,0.1700088339222615,0.0850021303792075,0.04498502994011976,0.27037037037037037
1699,158.0,452,no,no,0.0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82.0,13.6,10.3,3.0,2.78,1.0,No,0.16998468606431852,0.08496071829405163,0.04500330906684315,0.2699029126213592
1700,124.0,547,yes,no,0.0,157.8,71.0,26.83,203.2,114.0,17.27,168.7,82.0,7.59,10.0,2.0,2.7,3.0,Yes,0.1700253485424588,0.08499015748031497,0.044991108476585655,0.27
1701,135.0,445,no,no,0.0,155.2,100.0,26.38,135.9,84.0,11.55,184.6,82.0,8.31,3.8,9.0,1.03,3.0,No,0.16997422680412372,0.08498896247240618,0.04501625135427953,0.2710526315789474
1702,80.0,445,yes,yes,15.0,159.3,110.0,27.08,170.6,120.0,14.5,141.2,82.0,6.35,11.9,5.0,3.21,1.0,No,0.1699937225360954,0.08499413833528723,0.044971671388101986,0.26974789915966385
1703,162.0,452,no,no,0.0,70.7,108.0,12.02,157.5,87.0,13.39,154.8,82.0,6.97,9.1,3.0,2.46,4.0,Yes,0.17001414427157,0.08501587301587302,0.04502583979328165,0.2703296703296703
1704,94.0,547,no,no,0.0,163.5,136.0,27.8,143.7,111.0,12.21,253.4,82.0,11.4,12.6,5.0,3.4,1.0,No,0.17003058103975535,0.08496868475991651,0.04498816101026046,0.2698412698412698
1705,124.0,452,no,yes,30.0,144.5,35.0,24.57,262.3,101.0,22.3,226.5,82.0,10.19,12.0,7.0,3.24,2.0,No,0.17003460207612456,0.08501715592832634,0.04498896247240618,0.27
1706,135.0,452,no,no,0.0,201.8,81.0,34.31,225.0,114.0,19.13,204.4,82.0,9.2,10.3,6.0,2.78,1.0,No,0.17001982160555004,0.08502222222222222,0.04500978473581213,0.2699029126213592
1707,136.0,547,yes,no,0.0,256.8,90.0,43.66,230.1,104.0,19.56,143.6,82.0,6.46,9.1,10.0,2.46,3.0,No,0.1700155763239875,0.08500651890482398,0.04498607242339833,0.2703296703296703
1708,127.0,452,no,yes,23.0,182.0,80.0,30.94,216.1,85.0,18.37,156.9,82.0,7.06,9.8,4.0,2.65,1.0,No,0.17,0.08500694123091163,0.044996813256851495,0.2704081632653061
1709,99.0,452,no,no,0.0,200.0,66.0,34.0,107.9,104.0,9.17,233.7,82.0,10.52,11.4,2.0,3.08,3.0,No,0.17,0.08498609823911028,0.04501497646555413,0.27017543859649124
